service_date,day_type,bus,rail_boardings,total_rides,peak_offpeak,load_factor
2010-07-18,U,453952,378151,832103,offpeak,8321.03
2010-07-19,W,927114,681084,1608198,peak,16081.98
2010-07-20,W,938739,692212,1630951,peak,16309.51
2010-07-21,W,951550,705647,1657197,peak,16571.97
2010-07-22,W,927185,670399,1597584,peak,15975.84
2010-07-23,W,879035,677196,1556231,peak,15562.31
2010-07-24,A,571189,416540,987729,offpeak,9877.29
2010-07-25,U,472911,351173,824084,offpeak,8240.84
2010-07-26,W,915404,658817,1574221,peak,15742.21
2010-07-27,W,935330,670382,1605712,peak,16057.12
2010-07-28,W,908070,667607,1575677,peak,15756.77
2010-07-29,W,933636,684987,1618623,peak,16186.23
2010-07-30,W,943778,683141,1626919,peak,16269.19
2010-07-31,A,657365,450680,1108045,offpeak,11080.45
2010-08-01,U,491220,348968,840188,offpeak,8401.88
2010-08-02,W,913649,660658,1574307,peak,15743.07
2010-08-03,W,927125,668186,1595311,peak,15953.11
2010-08-04,W,880047,663305,1543352,peak,15433.52
2010-08-05,W,949218,698256,1647474,peak,16474.74
2010-08-06,W,947220,791899,1739119,peak,17391.19
2010-08-07,A,668567,551140,1219707,offpeak,12197.07
2010-08-08,U,464239,415228,879467,offpeak,8794.67
2010-08-09,W,902342,647949,1550291,peak,15502.91
2010-08-10,W,909752,662126,1571878,peak,15718.78
2010-08-11,W,902498,661211,1563709,peak,15637.09
2010-08-12,W,908352,666665,1575017,peak,15750.17
2010-08-13,W,918501,665794,1584295,peak,15842.95
2010-08-14,A,688021,460503,1148524,offpeak,11485.24
2010-08-15,U,507105,359893,866998,offpeak,8669.98
2010-08-16,W,907011,648950,1555961,peak,15559.61
2010-08-17,W,909673,659235,1568908,peak,15689.08
2010-08-18,W,935381,676787,1612168,peak,16121.68
2010-08-19,W,940943,688195,1629138,peak,16291.38
2010-08-20,W,928525,688864,1617389,peak,16173.89
2010-08-21,A,662928,462355,1125283,offpeak,11252.83
2010-08-22,U,470110,336654,806764,offpeak,8067.64
2010-08-23,W,941694,650532,1592226,peak,15922.26
2010-08-24,W,962622,674401,1637023,peak,16370.23
2010-08-25,W,973800,689560,1663360,peak,16633.6
2010-08-26,W,978212,694660,1672872,peak,16728.72
2010-08-27,W,991691,700296,1691987,peak,16919.87
2010-08-28,A,678949,458504,1137453,offpeak,11374.53
2010-08-29,U,471725,334378,806103,offpeak,8061.03
2010-08-30,W,960273,673150,1633423,peak,16334.23
2010-08-31,W,980388,693348,1673736,peak,16737.36
2010-09-01,W,1014776,696657,1711433,peak,17114.33
2010-09-02,W,964759,679832,1644591,peak,16445.91
2010-09-03,W,996297,721206,1717503,peak,17175.03
2010-09-04,A,671418,475332,1146750,offpeak,11467.5
2010-09-05,U,497194,399389,896583,offpeak,8965.83
2010-09-06,U,453040,319536,772576,offpeak,7725.76
2010-09-07,W,1067665,723135,1790800,peak,17908.0
2010-09-08,W,1078904,744212,1823116,peak,18231.16
2010-09-09,W,1053439,729328,1782767,peak,17827.67
2010-09-10,W,1067844,740993,1808837,peak,18088.37
2010-09-11,A,620475,438303,1058778,offpeak,10587.78
2010-09-12,U,478785,343875,822660,offpeak,8226.6
2010-09-13,W,1064113,722939,1787052,peak,17870.52
2010-09-14,W,1073013,743702,1816715,peak,18167.15
2010-09-15,W,1077313,757144,1834457,peak,18344.57
2010-09-16,W,1030218,751525,1781743,peak,17817.43
2010-09-17,W,1070710,777601,1848311,peak,18483.11
2010-09-18,A,602888,457774,1060662,offpeak,10606.62
2010-09-19,U,463244,335858,799102,offpeak,7991.02
2010-09-20,W,1040338,712870,1753208,peak,17532.08
2010-09-21,W,1068204,750363,1818567,peak,18185.67
2010-09-22,W,1038052,751724,1789776,peak,17897.76
2010-09-23,W,1067715,767134,1834849,peak,18348.49
2010-09-24,W,966185,750033,1716218,peak,17162.18
2010-09-25,A,647044,486430,1133474,offpeak,11334.74
2010-09-26,U,439578,331103,770681,offpeak,7706.81
2010-09-27,W,1030264,725559,1755823,peak,17558.23
2010-09-28,W,1049114,732828,1781942,peak,17819.42
2010-09-29,W,1044807,734953,1779760,peak,17797.6
2010-09-30,W,1040445,748851,1789296,peak,17892.96
2010-10-01,W,1095244,742857,1838101,peak,18381.01
2010-10-02,A,620784,423372,1044156,offpeak,10441.56
2010-10-03,U,451850,307659,759509,offpeak,7595.09
2010-10-04,W,1049060,710406,1759466,peak,17594.66
2010-10-05,W,1062843,726247,1789090,peak,17890.9
2010-10-06,W,1057375,730113,1787488,peak,17874.88
2010-10-07,W,1048120,753345,1801465,peak,18014.65
2010-10-08,W,1060557,753053,1813610,peak,18136.1
2010-10-09,A,683056,503343,1186399,offpeak,11863.99
2010-10-10,U,453193,489078,942271,offpeak,9422.71
2010-10-11,W,824834,627449,1452283,peak,14522.83
2010-10-12,W,1068010,736048,1804058,peak,18040.58
2010-10-13,W,1024910,726372,1751282,peak,17512.82
2010-10-14,W,1060257,750943,1811200,peak,18112.0
2010-10-15,W,1067602,753653,1821255,peak,18212.55
2010-10-16,A,674323,477876,1152199,offpeak,11521.99
2010-10-17,U,470817,337407,808224,offpeak,8082.24
2010-10-18,W,1038903,717627,1756530,peak,17565.3
2010-10-19,W,1057820,729779,1787599,peak,17875.99
2010-10-20,W,1061125,733950,1795075,peak,17950.75
2010-10-21,W,1053153,747116,1800269,peak,18002.69
2010-10-22,W,987323,727707,1715030,peak,17150.3
2010-10-23,A,624770,451848,1076618,offpeak,10766.18
2010-10-24,U,443462,319622,763084,offpeak,7630.84
2010-10-25,W,1030602,710784,1741386,peak,17413.86
2010-10-26,W,948119,691241,1639360,peak,16393.6
2010-10-27,W,1051715,739161,1790876,peak,17908.76
2010-10-28,W,1023047,735281,1758328,peak,17583.28
2010-10-29,W,1027443,725760,1753203,peak,17532.03
2010-10-30,A,653147,447410,1100557,offpeak,11005.57
2010-10-31,U,451532,321535,773067,offpeak,7730.67
2010-11-01,W,1050239,702890,1753129,peak,17531.29
2010-11-02,W,1053066,711219,1764285,peak,17642.85
2010-11-03,W,1067432,725866,1793298,peak,17932.98
2010-11-04,W,1036639,731024,1767663,peak,17676.63
2010-11-05,W,1034503,723652,1758155,peak,17581.55
2010-11-06,A,641520,455652,1097172,offpeak,10971.72
2010-11-07,U,453831,305880,759711,offpeak,7597.11
2010-11-08,W,1046515,709569,1756084,peak,17560.84
2010-11-09,W,1058688,721276,1779964,peak,17799.64
2010-11-10,W,1065459,729087,1794546,peak,17945.46
2010-11-11,W,882944,660145,1543089,peak,15430.89
2010-11-12,W,951645,714781,1666426,peak,16664.26
2010-11-13,A,600900,436971,1037871,offpeak,10378.71
2010-11-14,U,483592,306831,790423,offpeak,7904.23
2010-11-15,W,1013081,704470,1717551,peak,17175.51
2010-11-16,W,1041704,720439,1762143,peak,17621.43
2010-11-17,W,1033004,717114,1750118,peak,17501.18
2010-11-18,W,984043,712787,1696830,peak,16968.3
2010-11-19,W,1038686,715507,1754193,peak,17541.93
2010-11-20,A,640618,545276,1185894,offpeak,11858.94
2010-11-21,U,437682,295297,732979,offpeak,7329.79
2010-11-22,W,957125,667375,1624500,peak,16245.0
2010-11-23,W,1006493,698730,1705223,peak,17052.23
2010-11-24,W,898974,621938,1520912,peak,15209.12
2010-11-25,U,312756,195258,508014,offpeak,5080.14
2010-11-26,W,557867,369071,926938,peak,9269.38
2010-11-27,A,517892,340136,858028,offpeak,8580.28
2010-11-28,U,401514,271093,672607,offpeak,6726.07
2010-11-29,W,974393,658026,1632419,peak,16324.19
2010-11-30,W,970873,672281,1643154,peak,16431.54
2010-12-01,W,999878,678039,1677917,peak,16779.17
2010-12-02,W,1008349,688764,1697113,peak,16971.13
2010-12-03,W,985527,691211,1676738,peak,16767.38
2010-12-04,A,586500,407739,994239,offpeak,9942.39
2010-12-05,U,406680,277309,683989,offpeak,6839.89
2010-12-06,W,944575,641755,1586330,peak,15863.3
2010-12-07,W,954467,652015,1606482,peak,16064.82
2010-12-08,W,968593,662398,1630991,peak,16309.91
2010-12-09,W,957337,667827,1625164,peak,16251.64
2010-12-10,W,986800,682824,1669624,peak,16696.24
2010-12-11,A,573203,388409,961612,offpeak,9616.12
2010-12-12,U,330377,249350,579727,offpeak,5797.27
2010-12-13,W,829736,598167,1427903,peak,14279.03
2010-12-14,W,888812,623467,1512279,peak,15122.79
2010-12-15,W,922552,640490,1563042,peak,15630.42
2010-12-16,W,919713,644539,1564252,peak,15642.52
2010-12-17,W,932601,642967,1575568,peak,15755.68
2010-12-18,A,570331,370965,941296,offpeak,9412.96
2010-12-19,U,404153,269162,673315,offpeak,6733.15
2010-12-20,W,791684,573110,1364794,peak,13647.94
2010-12-21,W,786351,574097,1360448,peak,13604.48
2010-12-22,W,786757,558711,1345468,peak,13454.68
2010-12-23,W,740052,489295,1229347,peak,12293.47
2010-12-24,W,513353,261461,774814,peak,7748.14
2010-12-25,U,233266,128261,361527,offpeak,3615.27
2010-12-26,U,346331,215163,561494,offpeak,5614.94
2010-12-27,W,673638,435925,1109563,peak,11095.63
2010-12-28,W,717933,490978,1208911,peak,12089.11
2010-12-29,W,731000,513271,1244271,peak,12442.71
2010-12-30,W,754297,524961,1279258,peak,12792.58
2010-12-31,W,609114,391713,1000827,peak,10008.27
2011-01-01,U,342872,239754,582626,offpeak,5826.26
2011-01-02,U,364165,225886,590051,offpeak,5900.51
2011-01-03,W,925770,581035,1506805,peak,15068.05
2011-01-04,W,946232,621057,1567289,peak,15672.89
2011-01-05,W,950712,624027,1574739,peak,15747.39
2011-01-06,W,939518,625246,1564764,peak,15647.64
2011-01-07,W,927173,622084,1549257,peak,15492.57
2011-01-08,A,540394,333951,874345,offpeak,8743.45
2011-01-09,U,380762,237361,618123,offpeak,6181.23
2011-01-10,W,966448,639852,1606300,peak,16063.0
2011-01-11,W,923590,654856,1578446,peak,15784.46
2011-01-12,W,960115,657426,1617541,peak,16175.41
2011-01-13,W,969691,661269,1630960,peak,16309.6
2011-01-14,W,983953,656551,1640504,peak,16405.04
2011-01-15,A,567710,355580,923290,offpeak,9232.9
2011-01-16,U,386280,260631,646911,offpeak,6469.11
2011-01-17,W,613773,422788,1036561,peak,10365.61
2011-01-18,W,991055,678327,1669382,peak,16693.82
2011-01-19,W,1006033,679355,1685388,peak,16853.88
2011-01-20,W,975376,674347,1649723,peak,16497.23
2011-01-21,W,853208,598356,1451564,peak,14515.64
2011-01-22,A,522699,330666,853365,offpeak,8533.65
2011-01-23,U,375396,253697,629093,offpeak,6290.93
2011-01-24,W,972155,654573,1626728,peak,16267.28
2011-01-25,W,1006376,680037,1686413,peak,16864.13
2011-01-26,W,1014944,681652,1696596,peak,16965.96
2011-01-27,W,994412,685346,1679758,peak,16797.58
2011-01-28,W,930518,655861,1586379,peak,15863.79
2011-01-29,A,617408,381200,998608,offpeak,9986.08
2011-01-30,U,406547,254689,661236,offpeak,6612.36
2011-01-31,W,1001892,670399,1672291,peak,16722.91
2011-02-01,W,814985,640223,1455208,peak,14552.08
2011-02-02,W,219234,209287,428521,peak,4285.21
2011-02-03,W,732420,580480,1312900,peak,13129.0
2011-02-04,W,933210,715546,1648756,peak,16487.56
2011-02-05,A,615765,400440,1016205,offpeak,10162.05
2011-02-06,U,402275,273038,675313,offpeak,6753.13
2011-02-07,W,996782,693321,1690103,peak,16901.03
2011-02-08,W,986388,697441,1683829,peak,16838.29
2011-02-09,W,941631,676705,1618336,peak,16183.36
2011-02-10,W,940692,676869,1617561,peak,16175.61
2011-02-11,W,965062,659696,1624758,peak,16247.58
2011-02-12,A,663253,415060,1078313,offpeak,10783.13
2011-02-13,U,474048,303381,777429,offpeak,7774.29
2011-02-14,W,1064293,708790,1773083,peak,17730.83
2011-02-15,W,1041367,702586,1743953,peak,17439.53
2011-02-16,W,1050045,709634,1759679,peak,17596.79
2011-02-17,W,1046143,719471,1765614,peak,17656.14
2011-02-18,W,1053474,710682,1764156,peak,17641.56
2011-02-19,A,675487,431010,1106497,offpeak,11064.97
2011-02-20,U,385554,261695,647249,offpeak,6472.49
2011-02-21,W,706507,504444,1210951,peak,12109.51
2011-02-22,W,1004067,692661,1696728,peak,16967.28
2011-02-23,W,1026312,701009,1727321,peak,17273.21
2011-02-24,W,1030542,708692,1739234,peak,17392.34
2011-02-25,W,1015416,691267,1706683,peak,17066.83
2011-02-26,A,601634,393242,994876,offpeak,9948.76
2011-02-27,U,419643,278593,698236,offpeak,6982.36
2011-02-28,W,1007930,681614,1689544,peak,16895.44
2011-03-01,W,1064543,709683,1774226,peak,17742.26
2011-03-02,W,1038790,702291,1741081,peak,17410.81
2011-03-03,W,1057767,709973,1767740,peak,17677.4
2011-03-04,W,1019568,681216,1700784,peak,17007.84
2011-03-05,A,581121,375814,956935,offpeak,9569.35
2011-03-06,U,428668,275314,703982,offpeak,7039.82
2011-03-07,W,889994,640899,1530893,peak,15308.93
2011-03-08,W,1054432,710380,1764812,peak,17648.12
2011-03-09,W,1014632,697366,1711998,peak,17119.98
2011-03-10,W,1019921,707389,1727310,peak,17273.1
2011-03-11,W,1047012,708603,1755615,peak,17556.15
2011-03-12,A,630826,500559,1131385,offpeak,11313.85
2011-03-13,U,429046,284406,713452,offpeak,7134.52
2011-03-14,W,1019671,686277,1705948,peak,17059.48
2011-03-15,W,1025714,699145,1724859,peak,17248.59
2011-03-16,W,1057440,725095,1782535,peak,17825.35
2011-03-17,W,1039329,730561,1769890,peak,17698.9
2011-03-18,W,1028193,706274,1734467,peak,17344.67
2011-03-19,A,661882,426128,1088010,offpeak,10880.1
2011-03-20,U,397653,263022,660675,offpeak,6606.75
2011-03-21,W,1009091,661503,1670594,peak,16705.94
2011-03-22,W,964687,653024,1617711,peak,16177.11
2011-03-23,W,1000324,667467,1667791,peak,16677.91
2011-03-24,W,984660,671765,1656425,peak,16564.25
2011-03-25,W,995334,661865,1657199,peak,16571.99
2011-03-26,A,603928,387317,991245,offpeak,9912.45
2011-03-27,U,421290,276610,697900,offpeak,6979.0
2011-03-28,W,1005055,674351,1679406,peak,16794.06
2011-03-29,W,1018975,688681,1707656,peak,17076.56
2011-03-30,W,1022399,692860,1715259,peak,17152.59
2011-03-31,W,958648,709483,1668131,peak,16681.31
2011-04-01,W,960123,712981,1673104,peak,16731.04
2011-04-02,A,688873,457067,1145940,offpeak,11459.4
2011-04-03,U,450017,305328,755345,offpeak,7553.45
2011-04-04,W,1021955,695709,1717664,peak,17176.64
2011-04-05,W,1063835,723943,1787778,peak,17877.78
2011-04-06,W,1032831,725191,1758022,peak,17580.22
2011-04-07,W,982880,719890,1702770,peak,17027.7
2011-04-08,W,1006956,701186,1708142,peak,17081.42
2011-04-09,A,675312,462038,1137350,offpeak,11373.5
2011-04-10,U,483207,359065,842272,offpeak,8422.72
2011-04-11,W,999639,696423,1696062,peak,16960.62
2011-04-12,W,1036334,717458,1753792,peak,17537.92
2011-04-13,W,1040300,721206,1761506,peak,17615.06
2011-04-14,W,1016435,720731,1737166,peak,17371.66
2011-04-15,W,966032,691935,1657967,peak,16579.67
2011-04-16,A,587114,398192,985306,offpeak,9853.06
2011-04-17,U,452131,306186,758317,offpeak,7583.17
2011-04-18,W,861574,655013,1516587,peak,15165.87
2011-04-19,W,862770,627085,1489855,peak,14898.55
2011-04-20,W,895201,684367,1579568,peak,15795.68
2011-04-21,W,919676,685284,1604960,peak,16049.6
2011-04-22,W,767236,583531,1350767,peak,13507.67
2011-04-23,A,644228,421767,1065995,offpeak,10659.95
2011-04-24,U,415484,274724,690208,offpeak,6902.08
2011-04-25,W,970581,685301,1655882,peak,16558.82
2011-04-26,W,1009393,717303,1726696,peak,17266.96
2011-04-27,W,960037,712176,1672213,peak,16722.13
2011-04-28,W,972352,710559,1682911,peak,16829.11
2011-04-29,W,1083692,738332,1822024,peak,18220.24
2011-04-30,A,677693,452569,1130262,offpeak,11302.62
2011-05-01,U,474621,320956,795577,offpeak,7955.77
2011-05-02,W,1040468,694159,1734627,peak,17346.27
2011-05-03,W,1063059,708526,1771585,peak,17715.85
2011-05-04,W,1068494,718706,1787200,peak,17872.0
2011-05-05,W,1045556,720006,1765562,peak,17655.62
2011-05-06,W,1054724,732966,1787690,peak,17876.9
2011-05-07,A,642855,443268,1086123,offpeak,10861.23
2011-05-08,U,474170,325850,800020,offpeak,8000.2
2011-05-09,W,996746,680206,1676952,peak,16769.52
2011-05-10,W,1050936,734088,1785024,peak,17850.24
2011-05-11,W,1022323,724069,1746392,peak,17463.92
2011-05-12,W,1026861,739195,1766056,peak,17660.56
2011-05-13,W,1005681,728981,1734662,peak,17346.62
2011-05-14,A,574990,412250,987240,offpeak,9872.4
2011-05-15,U,386219,279473,665692,offpeak,6656.92
2011-05-16,W,1002206,683002,1685208,peak,16852.08
2011-05-17,W,1012424,694950,1707374,peak,17073.74
2011-05-18,W,996766,688457,1685223,peak,16852.23
2011-05-19,W,1014161,705964,1720125,peak,17201.25
2011-05-20,W,1027404,710957,1738361,peak,17383.61
2011-05-21,A,625518,421143,1046661,offpeak,10466.61
2011-05-22,U,460481,321421,781902,offpeak,7819.02
2011-05-23,W,997460,682656,1680116,peak,16801.16
2011-05-24,W,1019381,719974,1739355,peak,17393.55
2011-05-25,W,932486,676081,1608567,peak,16085.67
2011-05-26,W,954623,693660,1648283,peak,16482.83
2011-05-27,W,1005068,695755,1700823,peak,17008.23
2011-05-28,A,586663,420778,1007441,offpeak,10074.41
2011-05-29,U,392008,306407,698415,offpeak,6984.15
2011-05-30,U,512702,387955,900657,offpeak,9006.57
2011-05-31,W,976956,683927,1660883,peak,16608.83
2011-06-01,W,1077060,728801,1805861,peak,18058.61
2011-06-02,W,1037191,707569,1744760,peak,17447.6
2011-06-03,W,1084952,753705,1838657,peak,18386.57
2011-06-04,A,660496,465907,1126403,offpeak,11264.03
2011-06-05,U,498740,355072,853812,offpeak,8538.12
2011-06-06,W,1026379,723353,1749732,peak,17497.32
2011-06-07,W,1023477,727689,1751166,peak,17511.66
2011-06-08,W,1027909,731488,1759397,peak,17593.97
2011-06-09,W,925826,677601,1603427,peak,16034.27
2011-06-10,W,991111,699233,1690344,peak,16903.44
2011-06-11,A,639456,452885,1092341,offpeak,10923.41
2011-06-12,U,492490,388957,881447,offpeak,8814.47
2011-06-13,W,1005818,726932,1732750,peak,17327.5
2011-06-14,W,1009778,739810,1749588,peak,17495.88
2011-06-15,W,927263,708511,1635774,peak,16357.74
2011-06-16,W,960885,741999,1702884,peak,17028.84
2011-06-17,W,1038570,787772,1826342,peak,18263.42
2011-06-18,A,668147,502500,1170647,offpeak,11706.47
2011-06-19,U,479157,352290,831447,offpeak,8314.47
2011-06-20,W,863375,666828,1530203,peak,15302.03
2011-06-21,W,928457,698702,1627159,peak,16271.59
2011-06-22,W,906400,695241,1601641,peak,16016.41
2011-06-23,W,918605,692002,1610607,peak,16106.07
2011-06-24,W,923487,714821,1638308,peak,16383.08
2011-06-25,A,672716,511370,1184086,offpeak,11840.86
2011-06-26,U,513140,561689,1074829,offpeak,10748.29
2011-06-27,W,915375,702396,1617771,peak,16177.71
2011-06-28,W,974240,768178,1742418,peak,17424.18
2011-06-29,W,966399,754551,1720950,peak,17209.5
2011-06-30,W,947943,753565,1701508,peak,17015.08
2011-07-01,W,940403,723107,1663510,peak,16635.1
2011-07-02,A,701711,514859,1216570,offpeak,12165.7
2011-07-03,U,546895,441925,988820,offpeak,9888.2
2011-07-04,U,502623,375468,878091,offpeak,8780.91
2011-07-05,W,944119,684091,1628210,peak,16282.1
2011-07-06,W,961177,711577,1672754,peak,16727.54
2011-07-07,W,960396,717952,1678348,peak,16783.48
2011-07-08,W,973648,738968,1712616,peak,17126.16
2011-07-09,A,688403,487196,1175599,offpeak,11755.99
2011-07-10,U,487215,355799,843014,offpeak,8430.14
2011-07-11,W,899672,654659,1554331,peak,15543.31
2011-07-12,W,953976,695840,1649816,peak,16498.16
2011-07-13,W,968000,712673,1680673,peak,16806.73
2011-07-14,W,963077,746693,1709770,peak,17097.7
2011-07-15,W,960761,767058,1727819,peak,17278.19
2011-07-16,A,671209,512671,1183880,offpeak,11838.8
2011-07-17,U,487492,390269,877761,offpeak,8777.61
2011-07-18,W,912074,708169,1620243,peak,16202.43
2011-07-19,W,938830,721231,1660061,peak,16600.61
2011-07-20,W,908375,711617,1619992,peak,16199.92
2011-07-21,W,901635,693073,1594708,peak,15947.08
2011-07-22,W,890894,700452,1591346,peak,15913.46
2011-07-23,A,641738,478455,1120193,offpeak,11201.93
2011-07-24,U,440442,346005,786447,offpeak,7864.47
2011-07-25,W,932136,698802,1630938,peak,16309.38
2011-07-26,W,958271,708596,1666867,peak,16668.67
2011-07-27,W,926794,697817,1624611,peak,16246.11
2011-07-28,W,916275,689617,1605892,peak,16058.92
2011-07-29,W,942044,711542,1653586,peak,16535.86
2011-07-30,A,677527,472828,1150355,offpeak,11503.55
2011-07-31,U,491214,372586,863800,offpeak,8638.0
2011-08-01,W,951492,707492,1658984,peak,16589.84
2011-08-02,W,921043,682755,1603798,peak,16037.98
2011-08-03,W,984399,715612,1700011,peak,17000.11
2011-08-04,W,953514,745527,1699041,peak,16990.41
2011-08-05,W,968013,822093,1790106,peak,17901.06
2011-08-06,A,682517,569511,1252028,offpeak,12520.28
2011-08-07,U,479588,426721,906309,offpeak,9063.09
2011-08-08,W,912362,692657,1605019,peak,16050.19
2011-08-09,W,958406,713624,1672030,peak,16720.3
2011-08-10,W,963575,720504,1684079,peak,16840.79
2011-08-11,W,957398,709254,1666652,peak,16666.52
2011-08-12,W,955597,709694,1665291,peak,16652.91
2011-08-13,A,627401,457851,1085252,offpeak,10852.52
2011-08-14,U,470358,358606,828964,offpeak,8289.64
2011-08-15,W,936932,668224,1605156,peak,16051.56
2011-08-16,W,945179,688071,1633250,peak,16332.5
2011-08-17,W,943997,692781,1636778,peak,16367.78
2011-08-18,W,951134,707426,1658560,peak,16585.6
2011-08-19,W,981727,751679,1733406,peak,17334.06
2011-08-20,A,622722,472815,1095537,offpeak,10955.37
2011-08-21,U,536280,420416,956696,offpeak,9566.96
2011-08-22,W,968715,704225,1672940,peak,16729.4
2011-08-23,W,914499,688649,1603148,peak,16031.48
2011-08-24,W,999361,728732,1728093,peak,17280.93
2011-08-25,W,1003797,744805,1748602,peak,17486.02
2011-08-26,W,997931,710247,1708178,peak,17081.78
2011-08-27,A,691082,463528,1154610,offpeak,11546.1
2011-08-28,U,488275,339049,827324,offpeak,8273.24
2011-08-29,W,988033,712733,1700766,peak,17007.66
2011-08-30,W,991793,719656,1711449,peak,17114.49
2011-08-31,W,1011858,728047,1739905,peak,17399.05
2011-09-01,W,1047270,739620,1786890,peak,17868.9
2011-09-02,W,1001837,741985,1743822,peak,17438.22
2011-09-03,A,655947,472827,1128774,offpeak,11287.74
2011-09-04,U,529593,432441,962034,offpeak,9620.34
2011-09-05,U,471000,356948,827948,offpeak,8279.48
2011-09-06,W,1116811,746632,1863443,peak,18634.43
2011-09-07,W,1079256,773670,1852926,peak,18529.26
2011-09-08,W,1058730,770455,1829185,peak,18291.85
2011-09-09,W,1049654,754824,1804478,peak,18044.78
2011-09-10,A,665138,486616,1151754,offpeak,11517.54
2011-09-11,U,483138,356915,840053,offpeak,8400.53
2011-09-12,W,1077578,756209,1833787,peak,18337.87
2011-09-13,W,1101495,775124,1876619,peak,18766.19
2011-09-14,W,1068594,768114,1836708,peak,18367.08
2011-09-15,W,1078395,780369,1858764,peak,18587.64
2011-09-16,W,1061833,774553,1836386,peak,18363.86
2011-09-17,A,684347,511704,1196051,offpeak,11960.51
2011-09-18,U,433064,328422,761486,offpeak,7614.86
2011-09-19,W,1056731,758422,1815153,peak,18151.53
2011-09-20,W,1094671,787667,1882338,peak,18823.38
2011-09-21,W,1090762,780222,1870984,peak,18709.84
2011-09-22,W,1076129,770485,1846614,peak,18466.14
2011-09-23,W,1013491,751348,1764839,peak,17648.39
2011-09-24,A,655360,466534,1121894,offpeak,11218.94
2011-09-25,U,448547,333394,781941,offpeak,7819.41
2011-09-26,W,1028362,733053,1761415,peak,17614.15
2011-09-27,W,1059305,751659,1810964,peak,18109.64
2011-09-28,W,1053206,759071,1812277,peak,18122.77
2011-09-29,W,1051634,753753,1805387,peak,18053.87
2011-09-30,W,1066348,757321,1823669,peak,18236.69
2017-09-01,W,827394,760661,1588055,peak,15880.55
2011-10-01,A,701783,480889,1182672,offpeak,11826.72
2011-10-02,U,486409,344520,830929,offpeak,8309.29
2011-10-03,W,1091676,751034,1842710,peak,18427.1
2011-10-04,W,1090878,767029,1857907,peak,18579.07
2011-10-05,W,1083300,774142,1857442,peak,18574.42
2011-10-06,W,1076741,783363,1860104,peak,18601.04
2011-10-07,W,1074577,783590,1858167,peak,18581.67
2011-10-08,A,692368,523113,1215481,offpeak,12154.81
2011-10-09,U,463310,519453,982763,offpeak,9827.63
2011-10-10,W,857528,669173,1526701,peak,15267.01
2011-10-11,W,1073195,770542,1843737,peak,18437.37
2011-10-12,W,1068602,776561,1845163,peak,18451.63
2011-10-13,W,1011085,773498,1784583,peak,17845.83
2011-10-14,W,1058024,783903,1841927,peak,18419.27
2011-10-15,A,686909,508391,1195300,offpeak,11953.0
2011-10-16,U,457725,351070,808795,offpeak,8087.95
2011-10-17,W,1060560,752887,1813447,peak,18134.47
2011-10-18,W,1054603,759917,1814520,peak,18145.2
2011-10-19,W,987878,738984,1726862,peak,17268.62
2011-10-20,W,1019401,763556,1782957,peak,17829.57
2011-10-21,W,1072848,782981,1855829,peak,18558.29
2011-10-22,A,678136,497703,1175839,offpeak,11758.39
2011-10-23,U,476507,341626,818133,offpeak,8181.33
2011-10-24,W,1054251,747402,1801653,peak,18016.53
2011-10-25,W,1066867,757975,1824842,peak,18248.42
2011-10-26,W,1055199,756804,1812003,peak,18120.03
2011-10-27,W,1061301,771358,1832659,peak,18326.59
2011-10-28,W,993735,758294,1752029,peak,17520.29
2011-10-29,A,665331,469295,1134626,offpeak,11346.26
2011-10-30,U,433281,318565,751846,offpeak,7518.46
2011-10-31,W,1027078,734500,1761578,peak,17615.78
2011-10-01,A,701783,480889,1182672,offpeak,11826.72
2011-10-02,U,486409,344520,830929,offpeak,8309.29
2011-10-03,W,1091676,751034,1842710,peak,18427.1
2011-10-04,W,1090878,767029,1857907,peak,18579.07
2011-10-05,W,1083300,774142,1857442,peak,18574.42
2011-10-06,W,1076741,783363,1860104,peak,18601.04
2011-10-07,W,1074577,783590,1858167,peak,18581.67
2011-10-08,A,692368,523113,1215481,offpeak,12154.81
2011-10-09,U,463310,519453,982763,offpeak,9827.63
2011-10-10,W,857528,669173,1526701,peak,15267.01
2011-10-11,W,1073195,770542,1843737,peak,18437.37
2011-10-12,W,1068602,776561,1845163,peak,18451.63
2011-10-13,W,1011085,773498,1784583,peak,17845.83
2011-10-14,W,1058024,783903,1841927,peak,18419.27
2011-10-15,A,686909,508391,1195300,offpeak,11953.0
2011-10-16,U,457725,351070,808795,offpeak,8087.95
2011-10-17,W,1060560,752887,1813447,peak,18134.47
2011-10-18,W,1054603,759917,1814520,peak,18145.2
2011-10-19,W,987878,738984,1726862,peak,17268.62
2011-10-20,W,1019401,763556,1782957,peak,17829.57
2011-10-21,W,1072848,782981,1855829,peak,18558.29
2011-10-22,A,678136,497703,1175839,offpeak,11758.39
2011-10-23,U,476507,341626,818133,offpeak,8181.33
2011-10-24,W,1054251,747402,1801653,peak,18016.53
2011-10-25,W,1066867,757975,1824842,peak,18248.42
2011-10-26,W,1055199,756804,1812003,peak,18120.03
2011-10-27,W,1061301,771358,1832659,peak,18326.59
2011-10-28,W,993735,758294,1752029,peak,17520.29
2011-10-29,A,665331,469295,1134626,offpeak,11346.26
2011-10-30,U,433281,318565,751846,offpeak,7518.46
2011-10-31,W,1027078,734500,1761578,peak,17615.78
