bus,load_factor
913022,15598.14
928354,15597.09
963349,15595.75
973653,15594.34
889540,15594.08
974391,15593.52
791868,15590.88
763703,15590.36
913925,15589.19
973200,15588.67
797917,15588.24
961009,15588.13
967683,15585.76
931658,15584.51
838965,15584.1
894993,15583.8
961731,15582.82
837214,15581.46
945629,15581.35
973358,15581.3
949705,15577.92
857014,15577.56
957288,15575.61
807427,15575.38
824209,15575.12
810857,15575.03
982617,15574.85
790853,15574.12
974101,15573.48
960667,15572.79
821006,15572.64
776906,15572.63
813348,15572.06
866326,15572.01
944122,15571.5
961715,15570.46
959598,15570.39
937261,15569.42
980090,15568.37
931235,15567.44
952201,15563.46
807318,15563.01
879035,15562.31
967733,15561.53
967479,15561.34
786956,15561.18
955273,15560.08
966045,15559.82
907011,15559.61
817633,15559.55
953214,15558.39
954629,15557.54
970537,15556.92
969634,15556.07
969829,15555.78
842139,15553.94
801439,15553.92
971162,15553.135
797055,15551.74
911992,15550.09
945983,15546.22
958977,15546.06
856591,15545.84
967725,15545.52
899672,15543.31
804497,15542.57
960649,15541.86
823654,15541.62
970166,15539.51
835641,15539.45
942731,15537.33
806358,15537.09
959174,15535.73
959147,15535.42
802893,15535.12
816399,15533.65
932943,15533.04
832724,15532.07
799986,15531.7
962171,15531.36
953427,15529.22
838201,15528.73
855068,15528.45
845669,15527.96
922627,15527.1
922330,15526.39
978308,15524.56
902598,15522.79
829268,15522.55
939471,15521.78
838312,15521.7
931849,15521.06
900776,15520.89
946314,15520.51
815440,15519.91
890776,15519.26
825185,15518.4
973924,15517.58
960594,15516.2
978842,15516.06
937452,15512.57
807735,15512.02
953661,15511.05
957521,15510.96
959432,15509.91
984913,15508.38
880496,15507.78
951569,15507.13
909623,15506.99
781438,15506.37
962243,15506.35
948966,15504.75
795923,15504.25
902342,15502.91
952120,15502.66
824805,15501.32
963013,15501.17
923931,15500.95
950814,15497.91
939774,15497.75
945137,15495.89
825472,15494.84
965692,15494.21
938177,15493.96
967930,15492.61
927173,15492.57
923332,15491.04
824632,15490.31
928442,15489.94
957823,15489.76
807383,15488.5
945699,15486.69
937942,15485.59
934322,15484.84
959547,15484.79
958236,15484.4
955681,15484.03
817284,15483.43
785446,15482.56
935427,15481.92
812450,15481.31
927302,15479.13
969715,15478.68
809433,15478.59
956180,15478.05
808945,15478.02
926462,15477.93
796310,15477.37
813217,15476.64
779092,15476.23
816750,15475.87
909305,15473.61
961776,15473.28
797511,15472.7
901476,15472.56
947482,15472.51
820746,15472.22
937066,15471.35
962889,15470.38
798350,15470.32
790945,15469.68
928563,15467.92
906761,15467.4
942685,15467.23
783337,15466.11
935843,15463.9
945720,15463.02
920250,15461.9
814607,15461.78
966919,15461.47
763112,15461.32
765291,15461.04
884567,15459.605
957453,15459.46
779201,15458.93
975822,15458.53
805911,15457.51
937251,15457.11
816229,15457.05
803296,15455.07
740366,15453.18
954938,15453.06
847700,15453.0
959859,15452.91
926014,15452.9
954156,15449.83
951340,15446.81
815252,15446.71
963027,15446.71
806325,15446.52
960973,15446.12
905242,15446.07
825842,15444.91
969112,15444.84
966701,15444.68
962103,15442.48
762562,15442.15
805130,15441.11
803920,15440.82
820536,15440.68
920020,15440.54
783799,15437.86
951686,15437.11
906377,15436.89
769513,15436.41
919288,15436.26
930188,15435.35
880047,15433.52
777389,15432.43
971292,15431.03
882944,15430.89
958446,15430.53
808858,15430.39
767967,15429.98
774239,15429.58
946693,15428.17
804783,15427.86
790016,15427.78
945145,15427.45
815370,15426.33
955413,15424.61
917526,15422.47
815353,15422.25
943384,15421.98
912314,15420.9
784003,15420.09
927625,15419.88
766503,15418.46
817750,15418.28
922491,15417.9
916046,15415.78
950222,15415.47
833785,15415.31
935443,15414.94
926286,15414.82
953969,15414.72
961806,15414.71
895640,15413.78
818087,15413.61
762811,15412.77
820477,15412.46
948181,15411.95
946475,15410.56
825049,15408.08
808848,15407.86
770692,15407.08
953532,15405.84
813056,15405.6
755516,15404.64
808026,15404.46
810122,15403.1
930259,15402.43
785859,15401.69
943108,15401.13
948308,15401.05
945286,15400.28
812217,15399.49
958969,15399.38
906725,15399.09
931679,15398.69
954707,15397.94
906945,15396.64
939108,15395.56
807951,15392.86
758033,15391.84
897731,15390.27
942643,15389.31
791556,15388.67
936013,15387.5
915690,15387.38
938390,15387.26
941632,15386.83
776609,15386.2
962323,15386.11
783253,15384.89
878531,15384.19
905263,15383.41
945657,15382.34
862334,15382.28
917757,15381.96
810646,15381.04
809607,15380.95
933588,15380.03
812492,15376.87
806718,15376.86
821828,15376.15
956974,15375.27
957377,15375.17
806103,15375.01
765040,15373.9
778502,15373.82
821674,15373.409999999998
772083,15373.4
753196,15372.14
945280,15371.95
940459,15370.11
934667,15368.31
870446,15368.25
968792,15368.05
965734,15367.9
876460,15367.28
964387,15366.97
819275,15366.25
923474,15366.01
816056,15364.73
955066,15364.53
834640,15364.17
809305,15363.75
898767,15363.35
804320,15363.27
886828,15363.07
782419,15362.05
929636,15361.73
794129,15360.63
882797,15359.15
938160,15358.81
778530,15358.1
951407,15357.97
948268,15354.33
931626,15352.86
800348,15352.77
940805,15352.05
937662,15350.96
810290,15350.51
945096,15349.36
758596,15348.4
925504,15346.19
921906,15343.5
768946,15338.14
848703,15336.88
953320,15333.58
941136,15331.81
935542,15331.75
948614,15331.31
825150,15330.24
942389,15329.9
884516,15329.865
788585,15329.22
905210,15327.78
941513,15327.21
948507,15326.27
829429,15326.14
781400,15325.915
810928,15325.52
968005,15324.09
972798,15323.61
954873,15323.09
927830,15321.41
807973,15320.68
782892,15320.28
921233,15320.01
859701,15316.5
924772,15315.34
763505,15315.19
963808,15314.99
920983,15314.43
783381,15313.0
808863,15312.86
876069,15312.07
815911,15311.54
929593,15310.62
788682,15310.37
936654,15309.95
946620,15309.87
910468,15309.32
889994,15308.93
776582,15307.31
947581,15306.89
807829,15304.63
913200,15302.44
863375,15302.03
798511,15301.27
749664,15300.53
927898,15299.94
891705,15298.33
774728,15296.46
806770,15294.41
918474,15294.17
919985,15293.66
949847,15293.34
943649,15292.39
886147,15290.69
761712,15288.89
961334,15288.54
906650,15288.1
795146,15288.08
799551,15287.82
908424,15287.79
947079,15287.51
786388,15287.34
954299,15286.36
800537,15285.85
784341,15285.17
803410,15285.01
947433,15284.49
863581,15280.87
927597,15280.65
797393,15280.62
912348,15280.56
797072,15280.13
803622,15278.52
936467,15277.94
939161,15277.91
914452,15277.28
929083,15276.21
906629,15276.2
792091,15275.99
944065,15275.77
782272,15275.18
807239,15275.16
926613,15274.6
941999,15273.58
939542,15272.43
953979,15272.28
762943,15272.1
931752,15271.3
791393,15271.12
901782,15271.06
820833,15270.75
794430,15270.37
934712,15270.31
799164,15269.33
795077,15269.02
823084,15268.95
948814,15268.85
936302,15268.6
779186,15268.58
808055,15268.19
857528,15267.01
889908,15265.67
944364,15264.53
815098,15264.03
961386,15262.62
933093,15262.06
905548,15261.94
940727,15260.4
796802,15259.79
878941,15259.21
949321,15259.14
948790,15258.84
912712,15256.95
921792,15256.92
798706,15256.45
896666,15256.18
909467,15255.96
769890,15254.94
938499,15253.8
801986,15253.2
747180,15252.5
802596,15251.25
918500,15250.74
942197,15247.12
773047,15246.09
907676,15244.15
785270,15243.39
891561,15242.43
774579,15242.25
822007,15241.36
795205,15239.69
917522,15239.41
763402,15237.82
894184,15236.33
938259,15235.68
768704,15234.5
816876,15231.58
907669,15231.02
949103,15230.32
810268,15228.64
943445,15227.89
772142,15227.86
953807,15227.36
942056,15226.38
773954,15226.15
934303,15226.06
942238,15224.92
943655,15223.77
932468,15221.09
801243,15220.67
759254,15217.09
789342,15216.93
755211,15216.77
944663,15213.06
806014,15213.04
763256,15212.55
933204,15211.22
936797,15210.22
898974,15209.12
795160,15208.72
918721,15208.06
928346,15206.38
923644,15205.28
771611,15203.64
752668,15203.59
769368,15202.57
865232,15199.11
803242,15198.76
774694,15197.34
920323,15196.98
931165,15196.72
923039,15194.12
807389,15193.12
903830,15192.44
913900,15192.06
900356,15190.58
918113,15186.69
896387,15186.68
757817,15186.57
906026,15186.41
771911,15185.07
901941,15184.32
803730,15182.81
806152,15182.44
808168,15182.26
931453,15181.24
802484,15179.84
918563,15179.41
798542,15178.09
912597,15178.03
901163,15176.88
928048,15176.39
947940,15174.19
785035,15173.7
785587,15170.82
807848,15170.42
806946,15170.18
776670,15170.11
769645,15167.86
926125,15167.67
861574,15165.87
785144,15165.84
901280,15165.28
927076,15164.96
912632,15164.07
905206,15163.96
800995,15161.73
937560,15159.77
738700,15159.02
787163,15158.68
770336,15158.47
880902,15156.79
787767,15156.58
798672,15156.21
751236,15155.21
795501,15154.47
763875,15152.15
790418,15151.44
805190,15150.72
939138,15149.83
926157,15149.21
794821,15148.78
836533,15148.2
815420,15146.12
931709,15143.05
789944,15141.42
933678,15141.37
807879,15140.42
917518,15140.23
894297,15140.14
792532,15137.01
775862,15136.63
790977,15136.44
912918,15135.85
922076,15135.76
797433,15135.7
915630,15135.57
886469,15134.55
885029,15134.03
798061,15132.81
869672,15132.26
754940,15127.94
922082,15127.41
922170,15125.18
926258,15124.72
785256,15124.06
888812,15122.79
939415,15120.49
939870,15117.91
933046,15117.85
784509,15117.44
804097,15116.95
928578,15116.82
936869,15115.96
783296,15115.03
748691,15114.19
887917,15113.07
941406,15110.33
771537,15109.88
802941,15109.67
875485,15108.86
775628,15108.39
905711,15107.91
744976,15105.73
802795,15105.67
937566,15105.23
817246,15105.1
911372,15104.86
812618,15103.02
751395,15102.86
793348,15102.34
782384,15101.48
938869,15099.55
884276,15098.68
871256,15098.57
930556,15098.13
911127,15097.2
797800,15096.27
794213,15096.12
906121,15095.79
898626,15094.14
772893,15093.99
764328,15093.72
909500,15093.31
754094,15091.03
929271,15089.74
764690,15088.55
791059,15087.4
917031,15087.31
881200,15085.8
788150,15085.19
766160,15083.23
869355,15082.93
769128,15082.86
938766,15081.63
934042,15080.9
768143,15077.94
929359,15077.55
792183,15076.98
893195,15076.64
921761,15076.18
902436,15072.75
923161,15071.87
907539,15071.39
765854,15069.95
923613,15069.72
889575,15069.7
765361,15069.29
925770,15068.05
888214,15065.86
929004,15065.59
787640,15064.33
771348,15063.99
803894,15063.18
917702,15061.04
871878,15059.43
816538,15058.46
781557,15058.12
930667,15054.69
920408,15054.32
918696,15054.3
871165,15054.29
811655,15054.15
787528,15053.39
762764,15052.66
877362,15050.98
872019,15050.4
929870,15049.25
793740,15049.17
786356,15048.49
936119,15047.73
741682,15047.66
911151,15046.85
769179,15046.7
852806,15046.21
790600,15046.0
748648,15045.86
933741,15041.81
787393,15041.0
777417,15039.19
880246,15039.06
787220,15038.83
861696,15037.43
896643,15033.03
894995,15032.37
909978,15032.25
783113,15032.08
926650,15031.46
746418,15031.17
791721,15030.56
874196,15029.52
751727,15028.87
870601,15028.28
757860,15026.87
781061,15024.58
901880,15024.41
784606,15021.96
761796,15021.83
789718,15021.04
803260,15019.92
790299,15017.27
777647,15014.29
904333,15014.21
910549,15013.07
798311,15012.99
794682,15011.83
941254,15010.4
894368,15008.29
787021,15007.01
893861,15006.79
909937,15006.25
908042,15005.68
872246,15005.45
787836,15004.97
908881,15001.25
799278,15000.92
773345,14999.88
899896,14998.02
790908,14997.84
914358,14997.33
909306,14996.58
751380,14995.27
785276,14993.14
925481,14993.01
910998,14992.77
919623,14989.71
791651,14986.66
783920,14986.2
890705,14983.95
907614,14983.63
939473,14981.64
762852,14980.59
904517,14979.9
786322,14978.57
889516,14978.43
925231,14976.73
905545,14975.19
749315,14973.61
910537,14972.41
932688,14971.49
761850,14970.84
779660,14968.32
880392,14967.98
884729,14966.03
794636,14965.03
900375,14964.51
910186,14964.46
900537,14963.21
878842,14961.46
889907,14961.17
903666,14960.59
802407,14959.16
754669,14957.63
782960,14956.74
733117,14956.46
755955,14955.64
814328,14954.58
812238,14952.07
903368,14951.6
886702,14951.58
911890,14950.88
897988,14949.93
918834,14949.23
768158,14948.52
868542,14947.34
786527,14947.15
923012,14944.92
908372,14944.48
909026,14944.2
891710,14942.48
841665,14941.39
755234,14940.62
760765,14940.2
799851,14940.19
906997,14938.49
909964,14938.15
781955,14938.03
806256,14937.29
904327,14935.55
920546,14935.13
907499,14934.18
783312,14932.61
746240,14931.3
741688,14930.3
802404,14930.28
747519,14929.49
788504,14929.42
745409,14928.88
754679,14928.47
754694,14925.74
902204,14925.6
874304,14925.08
898918,14924.91
759657,14924.7
772713,14924.12
760548,14924.06
762580,14923.89
867027,14922.45
886880,14920.33
751100,14919.35
783522,14915.93
745371,14915.78
925536,14915.67
762247,14913.87
777149,14913.61
768907,14912.4
900370,14912.19
896865,14911.45
737845,14910.01
891353,14909.55
772003,14908.39
759346,14907.94
918039,14907.47
915667,14907.32
868477,14905.94
913103,14905.63
823600,14904.02
774375,14903.53
894131,14903.38
749192,14903.15
916661,14902.96
909979,14901.88
779194,14901.0
792277,14900.04
741691,14899.49
862770,14898.55
787062,14898.07
789868,14897.96
909149,14896.57
875224,14896.51
929117,14896.36
880777,14896.31
881272,14895.25
742296,14892.46
924778,14889.77
859537,14889.7
772518,14887.6
898272,14885.92
771705,14885.53
912540,14883.73
908503,14883.03
783657,14879.83
755345,14878.07
906552,14877.5
903597,14874.28
790014,14873.85
874776,14873.23
757907,14871.28
899858,14865.53
754783,14864.95
922033,14863.28
913284,14862.88
873553,14862.87
802169,14862.09
768601,14860.7
728844,14860.58
875431,14860.32
906240,14859.67
888241,14859.17
769660,14858.9
922941,14857.88
784085,14857.78
750223,14857.27
892185,14857.17
784287,14855.77
917919,14855.43
897454,14854.4
912458,14852.95
902531,14851.8
773792,14849.86
896820,14847.09
775836,14846.57
912033,14845.24
878628,14844.18
766725,14842.71
721413,14842.28
779386,14840.53
740297,14837.24
917804,14836.82
913873,14836.3
957593,14835.46
794453,14833.02
785838,14831.38
764136,14830.35
736299,14830.3
876831,14829.32
763384,14828.95
879895,14828.83
768250,14825.32
773663,14823.98
884749,14823.92
897500,14823.85
908324,14823.37
881173,14821.82
784354,14821.12
798144,14820.42
926113,14820.35
888587,14819.9
897941,14818.01
880692,14817.62
746213,14815.23
914997,14815.0
739175,14811.7
780679,14811.61
884617,14811.19
756604,14810.52
879533,14808.66
889426,14803.06
784281,14799.97
746019,14799.33
852939,14797.41
893558,14796.65
793241,14794.69
778698,14792.73
887566,14792.39
761440,14789.3
873419,14787.62
733128,14784.64
734332,14783.47
738630,14782.22
783008,14781.31
773294,14780.08
778992,14778.78
857744,14778.48
907849,14776.5
904673,14773.9
753543,14770.31
786431,14768.74
729483,14768.16
776640,14766.46
737702,14758.53
775861,14757.88
873580,14756.91
901029,14756.45
781725,14754.74
756598,14754.62
885055,14752.99
782670,14750.91
774523,14749.45
722939,14746.12
739357,14742.02
774310,14741.99
875574,14740.13
781139,14739.15
751955,14737.81
903292,14733.23
782899,14733.14
773049,14725.11
887164,14723.71
878367,14720.58
880325,14720.4
918067,14718.01
779960,14716.47
789498,14715.34
827202,14713.52
729506,14713.0
856682,14710.03
871942,14709.09
897857,14703.77
782016,14701.3
892666,14701.16
757962,14700.87
915274,14700.43
774197,14696.93
771359,14696.13
723724,14694.44
770888,14681.57
759970,14670.57
739027,14667.7
869663,14666.89
892308,14666.56
745475,14665.26
787025,14660.21
899684,14659.22
744356,14659.01
760149,14658.43
781577,14657.63
864352,14655.23
883672,14654.76
742447,14654.3
839010,14653.82
754962,14653.76
761376,14653.58
757497,14651.82
883115,14650.1
780104,14648.08
866757,14647.76
712539,14646.64
899917,14643.84
737497,14643.34
876111,14643.21
892382,14641.01
755574,14639.25
766381,14637.98
761859,14636.54
771383,14635.66
864392,14635.49
769069,14633.61
878793,14629.96
733107,14629.68
882014,14626.71
707452,14626.17
741017,14623.48
833954,14622.13
756590,14621.61
877834,14616.93
722447,14615.9
883219,14615.82
743211,14615.28
861336,14614.68
903950,14608.41
738507,14606.61
770638,14601.55
767623,14601.38
742317,14599.08
864526,14597.56
867853,14595.69
784151,14594.4
748326,14593.59
791252,14592.6
747818,14588.85
828707,14588.43
782853,14588.26
893147,14584.71
743512,14581.87
759033,14573.22
745872,14571.72
733408,14570.92
732929,14570.18
761825,14567.7
912016,14565.6
736309,14563.89
722682,14563.75
858154,14563.1
881356,14557.28
798129,14553.95
778480,14552.85
814985,14552.08
733054,14550.2
761781,14547.26
903734,14541.0
852199,14537.91
885461,14535.62
857738,14532.89
775765,14532.62
859829,14532.48
887763,14530.32
868551,14524.8
884633,14524.02
824834,14522.83
725134,14522.23
786008,14519.45
771953,14518.66
785700,14517.46
853208,14515.64
727517,14515.38
829810,14514.67
871791,14507.87
854367,14505.3
857542,14501.43
862413,14500.54
758399,14497.89
733191,14494.9
831663,14492.11
854426,14489.77
846305,14485.47
857917,14485.32
883883,14484.71
859482,14483.63
874641,14483.56
890426,14483.43
820493,14482.6
860869,14478.5
753006,14477.4
890785,14475.52
742452,14470.64
894841,14469.31
753922,14466.52
729175,14457.75
841205,14450.85
859980,14447.36
720876,14446.51
762587,14446.3
751938,14437.55
867524,14437.26
762857,14437.01
765207,14434.01
763075,14433.35
894467,14431.17
763718,14428.33
716096,14427.28
728460,14422.26
754152,14420.84
785887,14417.86
861722,14413.97
862298,14412.6
874823,14408.08
730834,14407.82
718899,14405.6
895573,14404.14
732690,14401.24
831261,14400.0
893501,14398.54
741083,14394.7
712423,14394.65
756936,14394.37
722238,14390.1
873605,14389.96
741370,14384.96
747850,14380.12
733495,14377.42
758063,14373.07
868398,14370.59
866001,14367.97
857707,14364.88
715260,14363.43
720081,14361.65
770713,14361.15
746798,14358.17
906201,14355.74
744691,14355.36
738529,14351.76
734962,14349.58
725056,14340.79
833307,14339.67
877429,14338.57
747949,14333.93
871683,14329.7
714896,14325.57
720279,14323.56
731999,14323.34
862748,14320.7
764086,14320.02
749827,14312.7
850441,14311.22
853603,14310.21
732483,14308.3
710743,14307.47
894974,14297.4
742924,14295.95
869159,14295.54
769444,14294.0
848020,14291.78
854318,14290.03
767610,14283.49
761448,14283.1
866040,14282.37
829736,14279.03
848806,14275.37
758686,14274.48
882460,14267.68
723069,14265.82
853024,14259.42
846175,14259.08
859813,14250.39
737073,14248.62
867932,14243.99
855955,14243.34
859713,14243.27
739714,14243.23
857805,14240.57
714940,14238.98
734884,14238.43
745526,14228.46
836018,14226.55
861625,14225.69
852771,14222.08
767084,14220.94
700392,14219.5
827772,14218.56
718820,14213.38
857090,14207.09
714668,14204.27
755777,14200.4
870021,14200.32
700116,14197.33
861145,14196.28
720068,14191.98
852027,14174.88
862750,14170.33
855225,14165.54
861916,14159.12
858131,14158.86
700723,14157.58
850354,14153.35
719691,14150.64
719494,14147.09
836328,14145.87
715539,14132.32
734869,14131.18
863086,14128.45
805441,14125.68
710000,14124.95
857968,14123.35
858709,14122.845000000001
849172,14121.05
753918,14117.95
872330,14117.23
850528,14116.62
810076,14110.16
745959,14105.13
866609,14103.52
851226,14099.24
836703,14099.14
750349,14098.7
710771,14098.54
734272,14096.4
744261,14094.88
855905,14093.53
713826,14084.25
753866,14082.1
894571,14071.91
718167,14067.57
708180,14065.19
838351,14054.67
695555,14039.63
831527,14033.4
729815,14032.91
735265,14029.72
831352,14017.4
735622,14010.94
702584,14002.09
828438,13998.77
727925,13996.45
806355,13989.38
830133,13971.97
848265,13969.44
694204,13967.85
860779,13967.47
854150,13964.94
828642,13962.38
845492,13959.87
847772,13950.53
843086,13949.33
855427,13946.13
849240,13935.04
847798,13933.01
734493,13929.32
698934,13928.96
865706,13928.22
848267,13925.09
743694,13924.6
738720,13914.82
692290,13911.18
851632,13886.34
851011,13873.1
705028,13869.54
819217,13867.14
722061,13866.2
835824,13866.02
723023,13854.93
736013,13836.15
820578,13831.43
707640,13831.24
837601,13824.26
747188,13823.62
800887,13822.89
821919,13811.33
681127,13806.72
792601,13803.23
709633,13796.01
815274,13788.87
806458,13788.19
818840,13785.12
692129,13781.43
861580,13775.65
688147,13755.59
699501,13748.94
694149,13740.53
730031,13739.46
722960,13738.3
811357,13735.85
806587,13734.97
819820,13733.74
688138,13728.02
731997,13722.33
693566,13719.09
809673,13703.22
692506,13685.22
836413,13682.73
815984,13682.26
697759,13674.86
710682,13665.05
818602,13652.39
666607,13650.09
791684,13647.94
822136,13643.16
706351,13640.4
814984,13638.88
829797,13636.9
822317,13633.32
828169,13627.72
812757,13617.86
838088,13613.8
824923,13613.55
727571,13610.5
786351,13604.48
670195,13594.19
669210,13587.87
822165,13574.71
878003,13573.76
804781,13563.05
715334,13552.35
811567,13533.81
767236,13507.67
806818,13488.75
814934,13481.44
668192,13470.02
799595,13457.43
786757,13454.68
685230,13454.06
794246,13446.15
820666,13441.82
690503,13411.53
808555,13408.77
668029,13407.65
696473,13405.44
677033,13403.46
790639,13400.06
812747,13399.89
788239,13399.46
737628,13393.1
720116,13378.44
699086,13344.39
802729,13340.23
796644,13338.55
672626,13320.68
789039,13319.1
683059,13311.5
822387,13309.16
654819,13307.38
681371,13284.55
780132,13279.88
705765,13252.73
793846,13240.57
783458,13237.91
767769,13213.99
747631,13181.37
766560,13168.45
813142,13165.01
816636,13163.71
727262,13134.52
732420,13129.0
772171,13125.12
628563,13121.62
807831,13085.16
797301,13053.15
652992,13052.07
761004,13048.93
788158,13045.54
674960,13036.89
759600,13028.43
783950,13014.42
753950,13002.62
780558,12995.79
677643,12985.47
668812,12973.26
827316,12945.61
783801,12925.48
664442,12922.23
762618,12907.03
695931,12902.7
691262,12895.52
799356,12893.93
755677,12878.96
661576,12864.03
747970,12832.02
780827,12827.79
672341,12808.76
605758,12794.65
754297,12792.58
778855,12776.96
636491,12764.61
704117,12739.84
749254,12724.46
593789,12687.11
652746,12684.61
764749,12674.54
688165,12663.67
643329,12632.82
761572,12622.47
767583,12611.56
760344,12607.8
766853,12584.83
650356,12573.76
756185,12570.72
770607,12570.69
649866,12552.85
769997,12521.93
682517,12520.28
765356,12514.89
792623,12494.88
669245,12456.24
758151,12455.92
697211,12453.18
731000,12442.71
742980,12442.63
773707,12435.13
675393,12431.97
753943,12428.87
757781,12426.21
667710,12423.31
599316,12422.97
611987,12419.26
617119,12413.32
707625,12406.99
782447,12403.38
791707,12393.86
626782,12373.08
691365,12365.1
773602,12364.45
762706,12342.47
740052,12293.47
715790,12286.23
662483,12283.16
755230,12275.06
654312,12261.26
711680,12253.6
710150,12247.77
772549,12246.46
743027,12238.24
636706,12220.43
726815,12204.4
721508,12202.43
668567,12197.07
738031,12192.69
714606,12181.07
759013,12175.37
701711,12165.7
651421,12165.6
692368,12154.81
726487,12154.24
602599,12153.35
654612,12140.28
669915,12136.27
646243,12133.42
730245,12132.61
750868,12121.79
747807,12116.37
706507,12109.51
728447,12104.85
740043,12098.86
638221,12095.43
765802,12092.41
696516,12089.19
717933,12089.11
722405,12059.77
686178,12032.89
736322,12032.72
770627,12023.26
662503,12016.92
652807,12005.74
686104,11997.58
725126,11996.71
661759,11992.44
725010,11987.97
738698,11964.94
739404,11962.83
632367,11961.37
684347,11960.51
686909,11953.0
590714,11951.89
722837,11951.12
750797,11949.82
778425,11947.81
732494,11944.73
732919,11936.22
646339,11931.91
735303,11930.29
676407,11929.91
766941,11929.39
670397,11927.76
591800,11920.77
659876,11916.5
698536,11883.28
657115,11879.17
673257,11868.95
688185,11865.59
683056,11863.99
598578,11863.18
640618,11858.94
702789,11856.48
594414,11854.95
672716,11840.86
656375,11839.58
671209,11838.8
726475,11834.68
701783,11826.72
682483,11819.95
623736,11815.58
757562,11807.79
733901,11806.76
639837,11804.01
686669,11789.32
629640,11784.77
703302,11780.13
669729,11769.47
754051,11759.02
678136,11758.39
688403,11755.99
711850,11744.3
717162,11732.38
653987,11726.3
715974,11725.84
699923,11712.46
674594,11710.68
668147,11706.47
601103,11704.98
699149,11703.9
604409,11701.81
597163,11696.88
744896,11694.71
723673,11694.15
670752,11693.15
683644,11688.32
676430,11686.68
539098,11662.14
778642,11658.24
591006,11645.48
598862,11644.96
666613,11644.27
764832,11642.53
592660,11641.46
672602,11636.0
788945,11632.72
748347,11631.31
753562,11630.62
692627,11625.97
766930,11621.35
574270,11619.03
581664,11615.81
595963,11613.09
693104,11610.31
634529,11597.27
568100,11587.74
590950,11579.15
709845,11577.83
733100,11557.7
629564,11556.92
664877,11556.56
691082,11546.1
605584,11539.74
785252,11533.61
746301,11528.78
628159,11526.33
674323,11521.99
665138,11517.54
576326,11515.06
677527,11503.55
686826,11501.23
682249,11493.87
611176,11486.19
688021,11485.24
542246,11474.28
671418,11467.5
688873,11459.4
673052,11457.14
634809,11449.58
632332,11434.61
723832,11428.77
604796,11427.67
635517,11424.46
741561,11407.11
634078,11402.02
675546,11385.08
558275,11382.69
581799,11380.84
578126,11380.19
750128,11378.86
678949,11374.53
675312,11373.5
721408,11370.6
698229,11370.31
632081,11368.78
575848,11364.9
642566,11357.76
681948,11351.47
582607,11348.72
665331,11346.26
660488,11345.76
647044,11334.74
711371,11327.27
630826,11313.85
715566,11308.74
599182,11306.91
677693,11302.62
701349,11294.18
702445,11294.05
655947,11287.74
593846,11284.36
680629,11278.17
656064,11277.79
690465,11272.79
593626,11265.35
660496,11264.03
681263,11258.37
684054,11255.93
662928,11252.83
668743,11244.01
578160,11242.56
693470,11241.83
662075,11234.24
650416,11226.9
633702,11225.07
655360,11218.94
765299,11215.14
666760,11208.91
655097,11203.42
641738,11201.93
734026,11198.91
625752,11189.78
577667,11188.4
606641,11179.93
645372,11175.31
558990,11169.09
697641,11152.97
644498,11150.43
654086,11147.36
646770,11147.13
708836,11142.63
573827,11134.92
692682,11134.83
646682,11124.58
577878,11121.83
584377,11117.95
690066,11115.85
584842,11107.28
697334,11103.32
718718,11102.39
676836,11101.68
722336,11101.61
585247,11100.59
712791,11095.76
673638,11095.63
642192,11095.16
678329,11093.0
600856,11087.75
592901,11082.09
657365,11080.45
707668,11073.3
713225,11068.59
675487,11064.97
636093,11053.77
698324,11051.68
694924,11051.58
599954,11038.56
663179,11036.11
563247,11034.44
601685,11032.09
581944,11027.99
582295,11022.25
599662,11021.47
645684,11016.63
571868,11005.62
653147,11005.57
533242,11002.41
749048,10999.32
597347,10997.23
711324,10993.52
639506,10993.09
574622,10989.92
574082,10983.35
599201,10978.72
632311,10978.57
641520,10971.72
589432,10965.09
622722,10955.37
597479,10945.71
569983,10936.04
567859,10933.99
639456,10923.41
710009,10892.09
672311,10890.55
661882,10880.1
675845,10879.94
652271,10876.99
646169,10870.62
696212,10869.47
586281,10865.16
642855,10861.23
675949,10855.03
593204,10854.02
627401,10852.52
567544,10849.37
583313,10844.08
731918,10843.6
620304,10840.2
525084,10838.1
537610,10836.82
553239,10835.21
619632,10831.41
643599,10822.57
677602,10817.45
708008,10813.3
695552,10812.79
718369,10802.79
570969,10802.06
580601,10801.77
503786,10800.53
661534,10800.37
471682,10795.05
670666,10794.06
678701,10786.91
663253,10783.13
566053,10779.75
542187,10777.54
624345,10774.85
575386,10772.65
559176,10767.75
699122,10766.29
624770,10766.18
593170,10762.9
608188,10762.46
631022,10762.4
614357,10761.32
669463,10751.9
555501,10749.1
513140,10748.29
665251,10748.02
575613,10745.58
625605,10745.44
700510,10745.32
668504,10744.9
675404,10736.92
651694,10733.86
530558,10733.67
579674,10723.78
637466,10723.01
641412,10714.82
577497,10714.58
687968,10711.0
488902,10709.33
611381,10707.69
567523,10704.5
578216,10702.48
573470,10698.74
742741,10692.66
539037,10684.94
646378,10684.93
628380,10682.98
536579,10682.66
566882,10682.21
700549,10677.77
672636,10675.61
708308,10669.31
575483,10661.18
575294,10661.16
644228,10659.95
563855,10645.89
692374,10642.79
661835,10642.28
606526,10636.12
615433,10634.68
688151,10630.47
600393,10629.01
662470,10622.19
537329,10617.5
684551,10616.45
632980,10615.88
647313,10609.55
